time (s),VT("/net5")*IT("/V2/PLUS")
480.7E-6,-71.59E-6
481.0E-6,-71.68E-6
481.5E-6,-71.59E-6
482.3E-6,-71.68E-6
483.7E-6,-71.58E-6
486.1E-6,-71.68E-6
490.0E-6,-71.58E-6
490.0E-6,-60.83E-6
490.0E-6,-59.90E-6
490.0E-6,-58.63E-6
490.0E-6,-57.30E-6
490.0E-6,-54.99E-6
490.0E-6,-52.13E-6
490.0E-6,-48.30E-6
490.1E-6,-45.11E-6
490.1E-6,-42.43E-6
490.1E-6,-40.65E-6
490.1E-6,-38.97E-6
490.1E-6,-37.38E-6
490.2E-6,-36.20E-6
490.2E-6,-36.71E-6
490.2E-6,-38.70E-6
490.2E-6,-43.55E-6
490.2E-6,-48.88E-6
490.3E-6,-52.76E-6
490.3E-6,-54.37E-6
490.3E-6,-54.82E-6
490.3E-6,-54.93E-6
490.4E-6,-54.99E-6
490.4E-6,-55.00E-6
490.6E-6,-55.04E-6
490.7E-6,-55.03E-6
491.0E-6,-55.06E-6
491.3E-6,-55.04E-6
492.0E-6,-55.06E-6
492.8E-6,-55.04E-6
494.2E-6,-55.06E-6
496.2E-6,-55.04E-6
498.1E-6,-55.06E-6
500.0E-6,-55.04E-6
